Brand,Model,CC,Type,Province,Distance,Condition,Price,Age
Vespa,GTS,160,Scooter,Roi Et,33305,Fair,64600.0,3
Honda,CBR 300R,125,Sport,Yala,14750,Fair,27200.0,8
Vespa,Primavera,160,Scooter,Trang,22922,Excellent,69600.0,3
Lambretta,Lambretta V,110,Scooter,Phayao,11983,Excellent,64100.0,11
Yamaha,XSR155,160,Sport,Songkhla,8890,Excellent,37600.0,10
Yamaha,GT 125,155,Scooter,Ratchaburi,26644,Fair,39600.0,6
Suzuki,Raider 150,125,Sport,Prachuap Khiri Khan,6778,Bad,20200.0,1
Yamaha,MT-15,125,Sport,Buri Ram,19694,Broken,28200.0,2
Honda,PCX 160,160,Scooter,Nakhon Phanom,48763,Fair,34600.0,14
Honda,Wave 125,125,Underbone,Nakhon Ratchasima,6985,Bad,27200.0,9
Yamaha,Spark 110i,155,Underbone,Sisaket,22294,Fair,34600.0,5
Honda,CBR 150R,110,Sport,Nakhon Si Thammarat,43310,Bad,25100.0,14
Yamaha,GT 125,155,Scooter,Pattani,48447,Bad,37600.0,9
Honda,Wave 125,160,Underbone,Chaiyaphum,45206,Good,31600.0,3
Yamaha,Spark 110i,110,Underbone,Nonthaburi,11214,Fair,34100.0,6
Vespa,GTS,300,Scooter,Tak,23279,Broken,62000.0,11
Honda,Click 160,300,Scooter,Trat,46543,Bad,34000.0,12
Yamaha,GT 125,300,Scooter,Loei,33676,Excellent,46000.0,11
Lambretta,Lambretta X,150,Scooter,Phayao,30614,Excellent,64500.0,2
Vespa,Primavera,125,Scooter,Ang Thong,48637,Excellent,69200.0,14
Suzuki,GSX R150,155,Sport,Rayong,12631,Broken,18600.0,12
Yamaha,Spark 110i,155,Underbone,Phrae,39572,Fair,34600.0,6
Yamaha,MT-15,155,Sport,Samut Prakan,15042,Fair,32600.0,7
Suzuki,J Crossover,160,Underbone,Surat Thani,9859,Excellent,29600.0,15
Honda,Click 125,150,Scooter,Satun,17705,Broken,30500.0,9
Vespa,GTS,300,Scooter,Lamphun,3994,Excellent,71000.0,0
Honda,Click 160,110,Scooter,Bangkok,39350,Broken,30100.0,7
Honda,Click 160,160,Scooter,Phrae,28124,Broken,30600.0,4
Yamaha,XSR155,300,Sport,Samut Songkhram,11508,Broken,30000.0,13
Vespa,Sprints,125,Scooter,Ranong,1687,Excellent,69200.0,1
Yamaha,Fin 115i,300,Underbone,Ayutthaya,46488,Broken,32000.0,3
Lambretta,Lambretta V,160,Scooter,Nakhon Sawan,15208,Broken,55600.0,8
Yamaha,XSR155,110,Sport,Phitsanulok,12832,Good,34100.0,5
Yamaha,Spark 110i,125,Underbone,Bangkok,23655,Fair,34200.0,14
Suzuki,GSX R150,125,Sport,Kanchanaburi,10556,Bad,20200.0,0
Honda,Click 125,150,Scooter,Chai Nat,8374,Excellent,39500.0,11
Yamaha,YZF-R15,300,Sport,Narathiwat,40843,Good,36000.0,2
Suzuki,GSX R150,110,Sport,Mukdahan,1353,Excellent,27100.0,7
Honda,Sonic 125,155,Underbone,Samut Sakhon,22585,Fair,29600.0,1
Suzuki,GSX R150,110,Sport,Kanchanaburi,34815,Excellent,27100.0,10
Honda,Click 160,155,Scooter,Trang,28439,Fair,34600.0,0
Honda,Wave 125,300,Underbone,Nakhon Phanom,15357,Broken,27000.0,15
Suzuki,Raider 150,110,Sport,Phang Nga,27260,Bad,20100.0,11
Suzuki,Smash,125,Underbone,Khon Kaen,7063,Bad,22200.0,9
Honda,Wave 125,110,Underbone,Narathiwat,46382,Good,31100.0,5
Yamaha,Fin 115i,160,Underbone,Chaiyaphum,34116,Good,36600.0,11
Vespa,GTS,125,Scooter,Ubon Ratchathani,25252,Bad,62200.0,5
,GSX R150,150,Sport,Prachinburi,40260,,,3
,Lambretta V,150,Scooter,Prachuap Khiri Khan,15236,,,1
Vespa,Primavera,160,Scooter,Trat,30017,Fair,64600.0,4
Yamaha,NMax 155,125,Scooter,Roi Et,29888,Bad,37200.0,5
Yamaha,Spark 110i,155,Underbone,Trang,19164,Good,36600.0,4
Suzuki,Raider 150,150,Sport,Roi Et,47719,Bad,20500.0,5
Honda,CBR 150R,150,Sport,Phatthalung,28513,Fair,27500.0,9
Suzuki,GSX R150,150,Sport,Phatthalung,21495,Bad,20500.0,6
Suzuki,GSX R150,155,Sport,Suphan Buri,26847,Excellent,27600.0,0
,GT 125,125,Scooter,Satun,11445,,,8
Vespa,Sprints,125,Scooter,Chonburi,19555,Excellent,69200.0,10
Yamaha,XSR155,150,Sport,Tak,7544,Bad,30500.0,13
Vespa,Sprints,125,Scooter,Chaiyaphum,11661,Good,66200.0,6
Lambretta,Lambretta V,155,Scooter,Phrae,1727,Fair,59600.0,10
Yamaha,Fin 115i,110,Underbone,Tak,43512,Broken,30100.0,1
Vespa,GTS,300,Scooter,Sa Kaeo,38398,Excellent,71000.0,8
Yamaha,XSR155,300,Sport,Khon Kaen,15699,Bad,32000.0,12
Suzuki,J Crossover,125,Underbone,Phetchaburi,27898,Fair,24200.0,11
Honda,Click 125,125,Scooter,Phrae,28873,Bad,32200.0,0
Vespa,Primavera,110,Scooter,Suphan Buri,6365,Broken,60100.0,13
Yamaha,GT 125,300,Scooter,Trang,78,Bad,39000.0,2
Suzuki,J Crossover,300,Underbone,Surat Thani,33180,Bad,24000.0,12
Lambretta,Lambretta X,160,Scooter,Kanchanaburi,39154,Excellent,64600.0,7
Honda,Sonic 125,150,Underbone,Kamphaeng Phet,21940,Broken,25500.0,8
Lambretta,Lambretta V,150,Scooter,Bangkok,27156,Excellent,64500.0,15
Honda,Wave 110i,125,Underbone,Ranong,33562,Excellent,34200.0,7
Yamaha,NMax 155,155,Scooter,Kamphaeng Phet,47601,Excellent,44600.0,10
Honda,PCX 160,155,Scooter,Nakhon Nayok,36183,Good,36600.0,0
Suzuki,Raider 150,125,Sport,Kanchanaburi,6125,Bad,20200.0,6
,Sprints,160,Scooter,Phayao,41365,,,3
Suzuki,J Crossover,300,Underbone,Samut Prakan,31538,Broken,22000.0,10
Honda,Click 125,300,Scooter,Chonburi,32984,Bad,34000.0,3
Suzuki,GSX R150,110,Sport,Nakhon Ratchasima,45347,Broken,18100.0,14
Suzuki,Smash,300,Underbone,Chiang Mai,13855,Good,28000.0,15
Yamaha,Spark 110i,150,Underbone,Pattaya,33852,Fair,34500.0,5
Yamaha,YZF-R15,150,Sport,Saraburi,28910,Excellent,37500.0,4
Yamaha,XSR155,155,Sport,Phatthalung,15414,Fair,32600.0,12
Suzuki,GSX R150,300,Sport,Amnat Charoen,33411,Broken,20000.0,0
Yamaha,Fin 115i,160,Underbone,Phrae,33864,Fair,34600.0,9
Yamaha,Fin 115i,160,Underbone,Amnat Charoen,22134,Fair,34600.0,9
Yamaha,GT 125,300,Scooter,Phrae,47261,Excellent,46000.0,14
Yamaha,Spark 110i,125,Underbone,Phrae,32483,Excellent,39200.0,15
Honda,CBR 150R,125,Sport,Nan,19557,Good,29200.0,0
Honda,Click 160,125,Scooter,Khon Kaen,4282,Fair,34200.0,12
Honda,Dream 110,150,Underbone,Chiang Rai,40119,Bad,27500.0,7
Honda,Click 160,110,Scooter,Nakhon Sawan,19782,Broken,30100.0,9
Honda,CBR 150R,125,Sport,Nakhon Pathom,771,Broken,23200.0,6
Honda,Wave 125,300,Underbone,Prachuap Khiri Khan,18730,Bad,29000.0,6
Vespa,GTS,110,Scooter,Pattaya,29971,Good,66100.0,12
Honda,CBR 300R,160,Sport,Samut Sakhon,40737,Excellent,32600.0,9
Yamaha,Fin 115i,110,Underbone,Surin,45502,Bad,32100.0,4
Honda,CBR 300R,160,Sport,Kalasin,3346,Excellent,32600.0,11
Yamaha,XSR155,155,Sport,Mae Hong Son,32739,Fair,32600.0,3
Yamaha,YZF-R15,150,Sport,Phang Nga,2106,Good,34500.0,2
Yamaha,YZF-R15,160,Sport,Phetchabun,19215,Good,34600.0,5
,Wave 125,160,Underbone,Singburi,45720,,,14
Suzuki,J Crossover,155,Underbone,Kamphaeng Phet,20998,Excellent,29600.0,3
Yamaha,Spark 110i,155,Underbone,Trang,2770,Broken,30600.0,9
Lambretta,Lambretta X,300,Scooter,Roi Et,25254,Excellent,66000.0,2
Honda,Sonic 125,125,Underbone,Prachuap Khiri Khan,30669,Fair,29200.0,10
,NMax 155,155,Scooter,Nakhon Sawan,45933,,,2
Lambretta,Lambretta V,160,Scooter,Phrae,3904,Excellent,64600.0,13
Yamaha,Spark 110i,155,Underbone,Ayutthaya,20723,Excellent,39600.0,15
Honda,CBR 300R,155,Sport,Kalasin,28629,Fair,27600.0,11
Suzuki,Raider 150,155,Sport,Ayutthaya,30804,Good,24600.0,3
Suzuki,Smash,125,Underbone,Trang,21584,Bad,22200.0,4
Lambretta,Lambretta X,160,Scooter,Phetchaburi,43847,Excellent,64600.0,10
Yamaha,MT-15,160,Sport,Buri Ram,40310,Good,34600.0,12
Yamaha,NMax 155,155,Scooter,Chaiyaphum,45559,Bad,37600.0,14
Honda,Click 125,300,Scooter,Ang Thong,28855,Excellent,41000.0,15
Honda,PCX 160,110,Scooter,Chanthaburi,37714,Bad,32100.0,5
Honda,Sonic 125,110,Underbone,Sukhothai,3150,Broken,25100.0,0
Suzuki,Smash,110,Underbone,Kamphaeng Phet,3252,Broken,20100.0,1
Lambretta,Lambretta V,300,Scooter,Rayong,8185,Bad,59000.0,6
Lambretta,Lambretta X,300,Scooter,Nong Khai,7867,Broken,57000.0,13
Lambretta,Lambretta X,110,Scooter,Kalasin,18445,Fair,59100.0,11
Honda,Wave 110i,150,Underbone,Surat Thani,42115,Good,31500.0,10
Suzuki,GSX R150,155,Sport,Nakhon Ratchasima,36694,Bad,20600.0,8
Yamaha,Spark 110i,300,Underbone,Amnat Charoen,43552,Good,38000.0,2
Honda,Click 160,150,Scooter,Kalasin,6987,Good,36500.0,11
Honda,CBR 300R,150,Sport,Tak,14195,Excellent,32500.0,13
Suzuki,Raider 150,160,Sport,Pattaya,5881,Fair,22600.0,11
Vespa,GTS,110,Scooter,Nakhon Nayok,47901,Fair,64100.0,15
Vespa,GTS,150,Scooter,Sisaket,38462,Fair,64500.0,2
Yamaha,Spark 110i,110,Underbone,Phuket,1465,Good,36100.0,0
Honda,PCX 160,110,Scooter,Ubon Ratchathani,38514,Excellent,39100.0,1
Honda,Dream 110,150,Underbone,Chai Nat,32637,Fair,29500.0,6
Suzuki,Raider 150,155,Sport,Ratchaburi,35674,Fair,22600.0,15
Lambretta,Lambretta V,160,Scooter,Lopburi,45637,Good,61600.0,3
Suzuki,Raider 150,300,Sport,Pattani,25663,Broken,20000.0,9
Yamaha,YZF-R15,125,Sport,Nakhon Ratchasima,11655,Good,34200.0,5
Suzuki,GSX R150,125,Sport,Prachinburi,433,Fair,22200.0,7
Suzuki,J Crossover,110,Underbone,Amnat Charoen,39080,Broken,20100.0,2
Yamaha,Spark 110i,125,Underbone,Surin,26266,Excellent,39200.0,3
Lambretta,Lambretta X,110,Scooter,Kalasin,45839,Fair,59100.0,8
Yamaha,Spark 110i,300,Underbone,Mahasarakham,1316,Bad,34000.0,13
Vespa,Sprints,160,Scooter,Sisaket,45346,Fair,64600.0,13
Yamaha,XSR155,150,Sport,Mukdahan,30724,Bad,30500.0,1
Yamaha,Fin 115i,155,Underbone,Nakhon Ratchasima,36152,Broken,30600.0,2
Vespa,Sprints,300,Scooter,Nakhon Phanom,33535,Excellent,71000.0,4
Yamaha,Spark 110i,160,Underbone,Nan,26815,Excellent,39600.0,9
,XSR155,110,Sport,Kanchanaburi,38356,,,14
Suzuki,Smash,110,Underbone,Pattaya,30153,Bad,22100.0,2
Honda,Wave 125,150,Underbone,Chaiyaphum,36504,Excellent,34500.0,9
Yamaha,GT 125,155,Scooter,Samut Sakhon,15650,Fair,39600.0,2
Suzuki,Smash,160,Underbone,Lamphun,38673,Bad,22600.0,0
Suzuki,Smash,160,Underbone,Trat,1631,Bad,22600.0,9
Honda,CBR 150R,155,Sport,Sakon Nakhon,20638,Bad,25600.0,13
Vespa,Primavera,125,Scooter,Ayutthaya,6328,Bad,62200.0,0
Vespa,GTS,300,Scooter,Songkhla,42408,Good,68000.0,8
Suzuki,Raider 150,110,Sport,Samut Prakan,10841,Excellent,27100.0,0
Honda,Click 160,300,Scooter,Phayao,38040,Fair,36000.0,9
Yamaha,MT-15,160,Sport,Ratchaburi,3120,Good,34600.0,5
Vespa,GTS,300,Scooter,Nan,32063,Fair,66000.0,0
Honda,Wave 110i,110,Underbone,Amnat Charoen,48111,Fair,29100.0,13
Honda,Dream 110,110,Underbone,Trang,41868,Good,31100.0,14
Lambretta,Lambretta X,160,Scooter,Nakhon Ratchasima,40214,Excellent,64600.0,4
Suzuki,GSX R150,300,Sport,Prachuap Khiri Khan,42506,Fair,24000.0,11
Yamaha,GT 125,150,Scooter,Chiang Mai,12245,Fair,39500.0,4
Honda,Dream 110,150,Underbone,Trat,12232,Good,31500.0,8
Yamaha,NMax 155,125,Scooter,Tak,27948,Fair,39200.0,10
Honda,CBR 300R,110,Sport,Mae Hong Son,32128,Fair,27100.0,10
Honda,Dream 110,150,Underbone,Roi Et,10597,Excellent,34500.0,1
Honda,CBR 150R,300,Sport,Udon Thani,48571,Bad,27000.0,15
,YZF-R15,300,Sport,Kalasin,19382,,,12
Suzuki,GSX R150,150,Sport,Ratchaburi,12694,Good,24500.0,12
Suzuki,GSX R150,160,Sport,Phayao,15360,Broken,18600.0,2
Lambretta,Lambretta X,155,Scooter,Lampang,3775,Broken,55600.0,14
Honda,Click 160,155,Scooter,Phetchabun,33623,Good,36600.0,3
Honda,Sonic 125,125,Underbone,Udon Thani,8950,Bad,27200.0,3
Lambretta,Lambretta X,155,Scooter,Yala,26229,Fair,59600.0,11
Yamaha,Fin 115i,155,Underbone,Phetchabun,1948,Fair,34600.0,12
Honda,CBR 300R,125,Sport,Nong Khai,1762,Broken,23200.0,10
Honda,Sonic 125,150,Underbone,Phichit,7252,Good,31500.0,10
Lambretta,Lambretta X,150,Scooter,Trang,35040,Bad,57500.0,12
Suzuki,Raider 150,155,Sport,Phuket,10554,Fair,22600.0,12
Yamaha,MT-15,300,Sport,Narathiwat,23177,Fair,34000.0,2
Yamaha,GT 125,125,Scooter,Sa Kaeo,16223,Fair,39200.0,8
,Sprints,155,Scooter,Kamphaeng Phet,46120,,,3
Lambretta,Lambretta V,155,Scooter,Prachuap Khiri Khan,39522,Good,61600.0,3
Honda,Sonic 125,110,Underbone,Samut Prakan,26727,Bad,27100.0,0
Yamaha,NMax 155,160,Scooter,Narathiwat,12193,Bad,37600.0,3
Honda,Dream 110,155,Underbone,Uthai Thani,27947,Broken,25600.0,7
Honda,PCX 160,300,Scooter,Prachuap Khiri Khan,7658,Fair,36000.0,3
Honda,CBR 300R,155,Sport,Phayao,10614,Good,29600.0,8
Lambretta,Lambretta V,150,Scooter,Roi Et,39059,Good,61500.0,6
Yamaha,XSR155,160,Sport,Satun,21647,Fair,32600.0,8
Yamaha,MT-15,110,Sport,Phuket,344,Excellent,37100.0,10
Yamaha,YZF-R15,110,Sport,Mukdahan,24572,Excellent,37100.0,15
Lambretta,Lambretta X,160,Scooter,Sukhothai,20350,Excellent,64600.0,5
Honda,Wave 110i,300,Underbone,Chachoengsao,47943,Broken,27000.0,3
,Click 160,125,Scooter,Phayao,49758,,,0
Honda,Wave 125,155,Underbone,Pattaya,39789,Bad,27600.0,13
Yamaha,Spark 110i,160,Underbone,Phuket,26452,Excellent,39600.0,8
Suzuki,Raider 150,155,Sport,Songkhla,49047,Good,24600.0,14
Honda,CBR 150R,110,Sport,Sisaket,46060,Broken,23100.0,6
Yamaha,YZF-R15,300,Sport,Sa Kaeo,42836,Good,36000.0,4
Yamaha,GT 125,150,Scooter,Nakhon Nayok,16624,Bad,37500.0,15
Yamaha,Spark 110i,110,Underbone,Suphan Buri,13342,Good,36100.0,1
Honda,CBR 150R,150,Sport,Samut Songkhram,4093,Broken,23500.0,6
Honda,Wave 110i,155,Underbone,Chiang Mai,19572,Bad,27600.0,4
Honda,CBR 150R,125,Sport,Ang Thong,22442,Fair,27200.0,9
Yamaha,MT-15,160,Sport,Phichit,38355,Excellent,37600.0,11
Yamaha,GT 125,160,Scooter,Nakhon Sawan,7905,Fair,39600.0,1
Suzuki,J Crossover,155,Underbone,Chachoengsao,16633,Excellent,29600.0,0
Yamaha,Fin 115i,150,Underbone,Mahasarakham,20607,Bad,32500.0,14
Suzuki,Smash,125,Underbone,Suphan Buri,21254,Good,26200.0,15
,YZF-R15,125,Sport,Phichit,6250,,,4
Yamaha,XSR155,300,Sport,Chiang Mai,24474,Good,36000.0,1
Suzuki,GSX R150,110,Sport,Phrae,27478,Fair,22100.0,7
Yamaha,Spark 110i,150,Underbone,Prachinburi,23502,Excellent,39500.0,7
Suzuki,Smash,155,Underbone,Prachuap Khiri Khan,49157,Good,26600.0,13
Vespa,GTS,155,Scooter,Ubon Ratchathani,4300,Good,66600.0,0
Honda,Dream 110,110,Underbone,Satun,14671,Fair,29100.0,4
Suzuki,Smash,160,Underbone,Ratchaburi,17398,Fair,24600.0,3
Yamaha,XSR155,150,Sport,Trat,26981,Fair,32500.0,7
Yamaha,Fin 115i,110,Underbone,Bangkok,34294,Broken,30100.0,1
Honda,CBR 300R,110,Sport,Ratchaburi,4653,Excellent,32100.0,3
Honda,Dream 110,150,Underbone,Ayutthaya,32758,Excellent,34500.0,2
Honda,Dream 110,150,Underbone,Pattaya,25933,Good,31500.0,2
Yamaha,MT-15,125,Sport,Nong Bua Lamphu,39099,Bad,30200.0,6
Honda,Click 160,110,Scooter,Phayao,21374,Fair,34100.0,1
Honda,CBR 300R,150,Sport,Chai Nat,12632,Fair,27500.0,6
Honda,Sonic 125,160,Underbone,Nakhon Pathom,6805,Good,31600.0,12
Yamaha,Fin 115i,150,Underbone,Samut Prakan,20120,Fair,34500.0,12
Yamaha,XSR155,300,Sport,Narathiwat,36718,Excellent,39000.0,0
Vespa,Sprints,155,Scooter,Uthai Thani,23210,Fair,64600.0,15
Yamaha,GT 125,155,Scooter,Khon Kaen,44689,Fair,39600.0,1
Vespa,Primavera,160,Scooter,Phetchaburi,14324,Good,66600.0,1
Vespa,Primavera,150,Scooter,Phetchabun,43662,Fair,64500.0,12
Yamaha,YZF-R15,125,Sport,Nakhon Nayok,28049,Excellent,37200.0,7
Yamaha,YZF-R15,125,Sport,Trat,20411,Good,34200.0,12
Suzuki,J Crossover,150,Underbone,Samut Songkhram,45627,Good,26500.0,7
Yamaha,NMax 155,300,Scooter,Phatthalung,813,Good,43000.0,7
Honda,Sonic 125,155,Underbone,Sakon Nakhon,37089,Good,31600.0,4
Honda,Dream 110,300,Underbone,Phetchaburi,15872,Good,33000.0,5
Yamaha,Spark 110i,110,Underbone,Nan,19764,Broken,30100.0,6
Vespa,Sprints,110,Scooter,Roi Et,13891,Bad,62100.0,4
Suzuki,GSX R150,110,Sport,Chiang Rai,42083,Broken,18100.0,8
Vespa,Primavera,150,Scooter,Lampang,37276,Good,66500.0,4
Yamaha,Fin 115i,160,Underbone,Chanthaburi,2647,Fair,34600.0,2
Honda,Click 125,160,Scooter,Kalasin,1511,Bad,32600.0,14
Suzuki,GSX R150,125,Sport,Phayao,38368,Good,24200.0,4
Vespa,GTS,300,Scooter,Chai Nat,20960,Good,68000.0,3
Honda,Click 125,160,Scooter,Singburi,22883,Fair,34600.0,2
Honda,Dream 110,110,Underbone,Chanthaburi,41889,Good,31100.0,14
Lambretta,Lambretta X,300,Scooter,Phayao,29588,Excellent,66000.0,11
Yamaha,NMax 155,155,Scooter,Mahasarakham,10670,Fair,39600.0,4
Suzuki,Smash,300,Underbone,Buri Ram,32389,Good,28000.0,9
Honda,Click 125,150,Scooter,Singburi,18009,Good,36500.0,5
Lambretta,Lambretta X,300,Scooter,Ratchaburi,34302,Bad,59000.0,15
Suzuki,J Crossover,160,Underbone,Loei,1463,Bad,22600.0,3
Yamaha,GT 125,155,Scooter,Phetchabun,49877,Bad,37600.0,6
Suzuki,Raider 150,125,Sport,Phatthalung,37929,Excellent,27200.0,15
Lambretta,Lambretta V,150,Scooter,Ubon Ratchathani,2054,Bad,57500.0,3
Suzuki,J Crossover,300,Underbone,Nakhon Phanom,30582,Broken,22000.0,15
Honda,Wave 110i,155,Underbone,Phayao,40439,Excellent,34600.0,6
Yamaha,MT-15,110,Sport,Narathiwat,7919,Fair,32100.0,12
Yamaha,YZF-R15,150,Sport,Pathum Thani,30881,Good,34500.0,11
Honda,Wave 125,160,Underbone,Satun,2535,Fair,29600.0,5
Yamaha,GT 125,110,Scooter,Khon Kaen,16824,Fair,39100.0,6
Yamaha,XSR155,155,Sport,Nakhon Sawan,29131,Fair,32600.0,1
Suzuki,Smash,125,Underbone,Sa Kaeo,32572,Excellent,29200.0,6
Honda,Wave 125,110,Underbone,Ranong,18189,Good,31100.0,8
Honda,Dream 110,125,Underbone,Pathum Thani,14986,Fair,29200.0,4
Honda,CBR 150R,110,Sport,Phatthalung,7618,Broken,23100.0,5
Yamaha,Fin 115i,300,Underbone,Sukhothai,19967,Bad,34000.0,14
Yamaha,YZF-R15,110,Sport,Chanthaburi,34792,Excellent,37100.0,14
Honda,Sonic 125,160,Underbone,Sisaket,34421,Good,31600.0,12
Suzuki,Smash,160,Underbone,Nakhon Nayok,19454,Bad,22600.0,2
Honda,Dream 110,125,Underbone,Yala,5444,Good,31200.0,12
Lambretta,Lambretta V,110,Scooter,Surat Thani,18224,Good,61100.0,5
Honda,Click 160,110,Scooter,Rayong,36861,Fair,34100.0,7
Honda,PCX 160,155,Scooter,Phuket,44701,Good,36600.0,10
Honda,Click 160,300,Scooter,Nonthaburi,6479,Broken,32000.0,15
Yamaha,Spark 110i,150,Underbone,Phichit,3062,Broken,30500.0,8
Yamaha,NMax 155,150,Scooter,Phrae,27571,Bad,37500.0,6
Yamaha,Spark 110i,160,Underbone,Phetchaburi,48442,Bad,32600.0,8
Honda,CBR 150R,125,Sport,Kanchanaburi,4860,Fair,27200.0,8
Suzuki,J Crossover,155,Underbone,Nakhon Ratchasima,3078,Fair,24600.0,9
Honda,PCX 160,160,Scooter,Yasothon,36927,Broken,30600.0,5
Yamaha,GT 125,125,Scooter,Prachinburi,25286,Broken,35200.0,6
Honda,CBR 150R,300,Sport,Buri Ram,16628,Broken,25000.0,2
Yamaha,XSR155,300,Sport,Chai Nat,28116,Good,36000.0,3
Suzuki,J Crossover,125,Underbone,Prachinburi,15150,Good,26200.0,8
Yamaha,MT-15,300,Sport,Phayao,4092,Bad,32000.0,14
Yamaha,MT-15,160,Sport,Phetchaburi,29501,Fair,32600.0,5
Honda,Click 125,155,Scooter,Chiang Mai,15826,Excellent,39600.0,12
Vespa,Primavera,155,Scooter,Samut Songkhram,44941,Good,66600.0,9
Yamaha,XSR155,110,Sport,Mae Hong Son,23058,Fair,32100.0,5
Honda,Sonic 125,160,Underbone,Tak,25843,Fair,29600.0,12
Yamaha,NMax 155,110,Scooter,Udon Thani,32338,Fair,39100.0,12
Vespa,Primavera,150,Scooter,Trang,4546,Good,66500.0,6
Yamaha,Spark 110i,125,Underbone,Nakhon Phanom,45257,Fair,34200.0,5
Yamaha,Spark 110i,160,Underbone,Phetchaburi,24837,Fair,34600.0,10
Honda,Dream 110,110,Underbone,Surin,7026,Bad,27100.0,7
Lambretta,Lambretta X,160,Scooter,Chai Nat,37964,Excellent,64600.0,7
Honda,PCX 160,110,Scooter,Rayong,36983,Excellent,39100.0,15
Yamaha,GT 125,300,Scooter,Songkhla,41034,Good,43000.0,15
Honda,Click 125,150,Scooter,Ranong,48315,Broken,30500.0,8
Lambretta,Lambretta V,300,Scooter,Prachuap Khiri Khan,3672,Bad,59000.0,9
Honda,Wave 110i,110,Underbone,Saraburi,16321,Excellent,34100.0,14
Yamaha,GT 125,300,Scooter,Songkhla,49978,Broken,37000.0,4
Yamaha,MT-15,110,Sport,Chiang Mai,5506,Broken,28100.0,1
Honda,Sonic 125,300,Underbone,Nakhon Si Thammarat,33817,Fair,31000.0,4
Suzuki,Smash,300,Underbone,Yasothon,29006,Fair,26000.0,15
Yamaha,XSR155,160,Sport,Mahasarakham,31756,Fair,32600.0,8
Lambretta,Lambretta X,125,Scooter,Ayutthaya,9478,Excellent,64200.0,1
Honda,Wave 110i,160,Underbone,Prachinburi,13121,Good,31600.0,14
Honda,Sonic 125,155,Underbone,Ubon Ratchathani,42,Bad,27600.0,0
Honda,Click 160,160,Scooter,Phayao,48821,Excellent,39600.0,2
Yamaha,MT-15,110,Sport,Lopburi,1238,Excellent,37100.0,0
Suzuki,GSX R150,110,Sport,Kanchanaburi,8506,Excellent,27100.0,10
Suzuki,Smash,110,Underbone,Singburi,35313,Fair,24100.0,4
Yamaha,MT-15,110,Sport,Chiang Mai,9656,Broken,28100.0,4
Honda,Sonic 125,110,Underbone,Nakhon Pathom,12581,Fair,29100.0,15
Yamaha,YZF-R15,160,Sport,Pathum Thani,8269,Fair,32600.0,6
Vespa,Primavera,155,Scooter,Nakhon Nayok,7457,Good,66600.0,1
Vespa,GTS,150,Scooter,Surat Thani,1910,Excellent,69500.0,11
Vespa,GTS,300,Scooter,Nan,18644,Excellent,71000.0,1
Suzuki,Raider 150,300,Sport,Nakhon Sawan,1684,Excellent,29000.0,5
Honda,Dream 110,2500,Underbone,Nong Bua Lamphu,8705,Excellent,1.0,10
Suzuki,Raider 150,155,Sport,Sakon Nakhon,17068,Fair,22600.0,8
Suzuki,Smash,155,Underbone,Surin,30390,Excellent,29600.0,4
Suzuki,J Crossover,160,Underbone,Ubon Ratchathani,26939,Excellent,29600.0,15
Vespa,GTS,155,Scooter,Trat,7903,Excellent,69600.0,8
Yamaha,XSR155,300,Sport,Sisaket,46458,Bad,32000.0,6
Lambretta,Lambretta V,110,Scooter,Phetchaburi,19415,Good,61100.0,0
Lambretta,Lambretta V,150,Scooter,Mukdahan,11395,Fair,59500.0,11
Yamaha,GT 125,155,Scooter,Phichit,1424,Excellent,44600.0,14
Vespa,Primavera,160,Scooter,Rayong,33235,Fair,64600.0,13
Honda,Wave 110i,125,Underbone,Kanchanaburi,45389,Fair,29200.0,12
Yamaha,MT-15,110,Sport,Ayutthaya,15964,Excellent,37100.0,8
Yamaha,Fin 115i,300,Underbone,Chachoengsao,10923,Good,38000.0,10
Vespa,Primavera,160,Scooter,Chai Nat,32269,Broken,60600.0,1
Yamaha,Fin 115i,155,Underbone,Bangkok,46957,Excellent,39600.0,15
Yamaha,XSR155,110,Sport,Saraburi,14090,Excellent,37100.0,0
Honda,Wave 110i,110,Underbone,Chai Nat,45577,Excellent,34100.0,2
Honda,Wave 110i,160,Underbone,Chonburi,47168,Fair,29600.0,0
Honda,Wave 110i,110,Underbone,Phayao,6028,Broken,25100.0,11
Suzuki,GSX R150,125,Sport,Suphan Buri,33797,Bad,20200.0,3
Suzuki,Raider 150,155,Sport,Samut Songkhram,26141,Bad,20600.0,6
Honda,Wave 110i,300,Underbone,Kanchanaburi,43836,Bad,29000.0,6
Honda,CBR 300R,110,Sport,Roi Et,2568,Excellent,32100.0,7
Yamaha,NMax 155,160,Scooter,Phetchabun,48763,Excellent,44600.0,8
Honda,Dream 110,300,Underbone,Loei,18406,Excellent,36000.0,15
Yamaha,XSR155,150,Sport,Phang Nga,40111,Fair,32500.0,11
Honda,Click 160,160,Scooter,Kamphaeng Phet,40594,Good,36600.0,10
Lambretta,Lambretta V,110,Scooter,Phatthalung,40160,Bad,57100.0,8
Honda,PCX 160,160,Scooter,Lamphun,4709,Fair,34600.0,7
Honda,CBR 150R,150,Sport,Rayong,46195,Excellent,32500.0,5
Lambretta,Lambretta X,125,Scooter,Samut Songkhram,4285,Excellent,64200.0,2
Honda,Sonic 125,160,Underbone,Phayao,34656,Fair,29600.0,11
